Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
21-30,HigherEd,Professional, Own-child, Female,North America
41-50,HigherEd,Professional, Own-child, Male,North America
31-40,HighSchool,Service, Husband, Male,Philippines
31-40,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Manufacturing, Own-child, Female,
21-30,HigherEd,Clerical, Not-in-family, Male,North America
41-50,Associate,Management, Not-in-family, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,Ireland
31-40,HighSchool,Management, Not-in-family, Male,North America
31-40,HigherEd,Professional, Husband, Male,
31-40,HighSchool,Manual Labor, Husband, Male,North America
31-40,HighSchool,Service, Husband, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
31-40,Associate,Professional, Wife, Female,North America
41-50,HighSchool,Service, Unmarried, Female,North America
60+,12Th,Service, Not-in-family, Female,North America
41-50,HigherEd,Sales, Husband, Male,North America
0-20,HighSchool,, Own-child, Male,North America
31-40,Associate,Tech-Support, Not-in-family, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,Management, Husband, Male,North America
41-50,Dropout,Manufacturing, Husband, Male,North America
51-60,Associate,Sales, Husband, Male,North America
31-40,HighSchool,Tech-Support, Husband, Male,North America
0-20,HighSchool,Service, Not-in-family, Female,North America
51-60,HighSchool,Sales, Not-in-family, Male,North America
51-60,10Th,Transport, Not-in-family, Male,North America
41-50,Dropout,, Unmarried, Male,North America
41-50,12Th,Skilled Trade, Husband, Male,
31-40,Dropout,Service, Unmarried, Female,
60+,HigherEd,Sales, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Male,North America
51-60,Associate,Management, Husband, Male,North America
60+,HigherEd,Professional, Husband, Male,North America
31-40,HigherEd,Professional, Unmarried, Male,North America
60+,Associate,, Not-in-family, Female,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
31-40,HigherEd,Clerical, Husband, Male,North America
31-40,HigherEd,Management, Not-in-family, Female,North America
51-60,HighSchool,Professional, Not-in-family, Female,North America
21-30,Associate,Agriculture, Own-child, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
21-30,10Th,Service, Not-in-family, Male,North America
41-50,HighSchool,Management, Unmarried, Female,North America
41-50,12Th,Manufacturing, Unmarried, Female,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
31-40,HighSchool,Agriculture, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
0-20,HighSchool,Service, Own-child, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
51-60,HigherEd,Professional, Not-in-family, Male,North America
51-60,Associate,Clerical, Husband, Male,North America
60+,HighSchool,Sales, Not-in-family, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,, Not-in-family, Male,North America
41-50,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HighSchool,Professional, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Manufacturing, Unmarried, Female,North America
60+,HighSchool,Service, Husband, Male,Philippines
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HigherEd,Sales, Husband, Male,North America
41-50,Associate,Transport, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
0-20,12Th,Transport, Own-child, Male,North America
31-40,HigherEd,Service, Not-in-family, Female,Thailand
31-40,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Service, Unmarried, Female,North America
51-60,HighSchool,Sales, Not-in-family, Female,North America
51-60,HigherEd,Sales, Not-in-family, Female,North America
31-40,HighSchool,Skilled Trade, Own-child, Female,North America
60+,Associate,Clerical, Husband, Male,North America
31-40,Associate,Tech-Support, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Professional, Own-child, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
21-30,HigherEd,Professional, Not-in-family, Male,Asia
31-40,12Th,Agriculture, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Unmarried, Female,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
51-60,HigherEd,Professional, Husband, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Transport, Not-in-family, Male,North America
51-60,5Th-6Th,Manufacturing, Not-in-family, Female,
21-30,HigherEd,Professional, Not-in-family, Male,North America
41-50,HigherEd,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
51-60,5Th-6Th,Manual Labor, Husband, Male,Latin America
21-30,HighSchool,Clerical, Unmarried, Male,North America
31-40,HighSchool,Transport, Husband, Male,Haiti
41-50,HighSchool,Sales, Husband, Male,North America
60+,HighSchool,, Husband, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Female,North America
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
21-30,HighSchool,Service, Own-child, Female,North America
31-40,HigherEd,Management, Own-child, Female,North America
41-50,HighSchool,Tech-Support, Not-in-family, Male,North America
21-30,Associate,Clerical, Wife, Female,North America
41-50,HighSchool,Management, Husband, Male,North America
31-40,Prof-School,Professional, Wife, Female,North America
41-50,HigherEd,Clerical, Husband, Male,North America
51-60,Dropout,Sales, Unmarried, Female,North America
21-30,HighSchool,Manual Labor, Not-in-family, Male,North America
51-60,HighSchool,Clerical, Unmarried, Male,North America
21-30,HighSchool,Skilled Trade, Other-relative, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
60+,HigherEd,Transport, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Male,North America
41-50,HighSchool,Skilled Trade, Not-in-family, Male,North America
0-20,Dropout,Agriculture, Own-child, Male,North America
31-40,Dropout,Agriculture, Other-relative, Male,North America
21-30,HighSchool,Service, Own-child, Female,
21-30,HighSchool,Tech-Support, Husband, Male,North America
31-40,HighSchool,Transport, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
0-20,HighSchool,Manual Labor, Not-in-family, Female,North America
51-60,HigherEd,Management, Wife, Female,North America
0-20,10Th,, Own-child, Male,North America
31-40,HighSchool,Clerical, Wife, Female,North America
41-50,HighSchool,Skilled Trade, Unmarried, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HigherEd,Skilled Trade, Not-in-family, Male,North America
31-40,HigherEd,Professional, Not-in-family, Male,North America
51-60,Dropout,Agriculture, Husband, Male,North America
51-60,Dropout,Clerical, Husband, Male,North America
21-30,HighSchool,Management, Husband, Male,North America
21-30,HigherEd,Clerical, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Clerical, Own-child, Male,North America
60+,Dropout,Priv-House-Serv, Not-in-family, Female,North America
21-30,HighSchool,, Husband, Male,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
60+,HighSchool,, Husband, Male,China
21-30,HighSchool,, Unmarried, Female,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
31-40,Associate,Manufacturing, Husband, Male,North America
21-30,Associate,Professional, Not-in-family, Male,North America
21-30,HigherEd,Professional, Husband, Male,Hong
21-30,HighSchool,Service, Not-in-family, Male,North America
31-40,HighSchool,, Husband, Male,North America
0-20,10Th,Service, Own-child, Female,North America
21-30,HighSchool,Transport, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Not-in-family, Female,Canada
51-60,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Agriculture, Unmarried, Male,North America
51-60,Associate,Clerical, Not-in-family, Female,North America
51-60,Dropout,Manufacturing, Unmarried, Female,North America
21-30,HigherEd,Manufacturing, Not-in-family, Male,North America
21-30,12Th,Manual Labor, Not-in-family, Male,Dominican-Republic
21-30,HighSchool,Sales, Not-in-family, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Manufacturing, Not-in-family, Male,North America
41-50,Dropout,, Other-relative, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Professional, Husband, Male,North America
60+,HighSchool,Clerical, Husband, Male,North America
41-50,HigherEd,Professional, Husband, Male,North America
60+,5Th-6Th,Manual Labor, Not-in-family, Male,North America
41-50,HigherEd,, Husband, Male,North America
31-40,HigherEd,Sales, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Female,North America
51-60,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
21-30,HigherEd,Professional, Own-child, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Female,North America
21-30,HighSchool,Transport, Husband, Male,North America
51-60,HighSchool,Service, Not-in-family, Male,North America
31-40,12Th,Manufacturing, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Not-in-family, Male,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
41-50,HighSchool,Transport, Unmarried, Female,North America
51-60,HighSchool,Management, Unmarried, Female,North America
31-40,HighSchool,Clerical, Husband, Male,North America
21-30,Associate,Skilled Trade, Own-child, Male,North America
21-30,HigherEd,, Unmarried, Male,Philippines
60+,HigherEd,, Not-in-family, Male,North America
41-50,Dropout,Manufacturing, Unmarried, Female,North America
51-60,5Th-6Th,Skilled Trade, Husband, Male,North America
60+,Associate,, Wife, Female,North America
31-40,HigherEd,Professional, Not-in-family, Male,North America
31-40,HighSchool,Skilled Trade, Unmarried, Female,North America
51-60,HigherEd,Management, Unmarried, Female,North America
21-30,HigherEd,Clerical, Not-in-family, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Associate,Professional, Husband, Male,North America
31-40,HighSchool,Professional, Not-in-family, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Clerical, Other-relative, Male,North America
0-20,HighSchool,Manufacturing, Other-relative, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,Management, Not-in-family, Male,North America
51-60,HighSchool,Sales, Not-in-family, Female,Germany
51-60,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,HigherEd,Tech-Support, Not-in-family, Female,North America
31-40,HighSchool,Clerical, Unmarried, Female,
51-60,HighSchool,Sales, Husband, Male,North America
60+,Dropout,Priv-House-Serv, Not-in-family, Female,North America
41-50,HigherEd,Sales, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
21-30,HighSchool,Sales, Husband, Male,North America
51-60,Prof-School,Professional, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
